285, 1320
286, 59
287, 8654
288, 8482
289, 1040
290, 5091
291, 5525
293, 7851
294, 843
295, 175
296, 8871
297, 1068
298, 46
299, 13426
300, 2819
301, 12979
302, 58
304, 3370
305, 13797
306, 2542
307, 4283
308, 11462
309, 17154
310, 6022
311, 30418
312, 187
313, 10818
315, 7886
316, 5555
318, 1888
319, 1788
320, 821
321, 935
322, 9326
323, 27800
324, 2498
326, 2115
327, 2091
328, 8034
329, 36968
330, 1732
331, 1214
332, 1149
333, 11574
334, 37408
335, 1901
337, 3974
338, 12879
339, 26525
340, 1343
341, 1526
342, 6761
343, 14101
344, 1679
345, 5738
346, 9345
347, 31706
348, 27899
349, 2872
350, 7589
352, 38683
353, 6655
354, 1860
355, 11733
356, 15308
359, 2113
360, 1505
361, 6690
362, 2653
363, 9124
365, 8345
366, 2872
367, 42002
368, 2388
369, 41099
370, 7627
371, 14780
372, 17135
373, 5149
374, 11428
375, 5381
376, 6983
377, 9294
378, 13467
379, 12406
383, 13467
384, 8283
386, 1845
388, 12304
389, 14172
390, 3176
391, 761
392, 1476
393, 2473
395, 1123
396, 11201
397, 738
398, 12996
399, 521
401, 1993
403, 2541
404, 1901
406, 11175
407, 5664
409, 1649
410, 2345
412, 1901
413, 207
414, 13467
415, 1886
416, 39976
417, 1002
418, 12171
419, 883
421, 3190
422, 28952
423, 292
424, 2331
426, 6583
427, 1748
428, 6559
429, 930
431, 2187
433, 1950
434, 14436
435, 2295
436, 115
437, 5503
438, 7370
439, 18751
440, 15544
442, 3847
443, 5891
444, 6451
446, 1250
447, 8758
448, 2996
449, 3462
451, 20840
452, 46
453, 3987
455, 16793
456, 6421
458, 1685
459, 12304
460, 35935
461, 1948
463, 17935
466, 8627
467, 8963
468, 17467
469, 10850
470, 1731
471, 3102
472, 3226
473, 1369
474, 3176
475, 3175
476, 397
477, 5339
478, 881
479, 26546
480, 2007
481, 278
483, 9022
484, 8608
486, 6690
487, 27878
489, 534
490, 5221
491, 107
492, 2489
494, 733
495, 224
496, 6655
497, 24383
498, 1277
501, 80
503, 916
504, 7099
505, 20840
506, 14436
507, 22153
508, 865
509, 12297
510, 543
511, 17221
512, 3043
513, 32550
514, 452
515, 460
516, 2770
518, 3021
520, 7052
521, 334
523, 2085
524, 773
526, 2085
527, 14436
528, 1018
529, 3573
530, 3571
531, 19214
533, 4274
534, 2906
536, 13467
538, 6761
540, 2086
541, 357
542, 816
543, 1519
544, 2733
546, 7018
547, 210
548, 873
551, 4641
553, 9229
554, 87
556, 29623
557, 7617
559, 146
560, 22914
561, 2276
562, 86
563, 20520
564, 38988
566, 2113
567, 2819
568, 41099
570, 22708
572, 10273
573, 2259
574, 429
575, 25890
576, 27013
577, 16182
578, 2132
579, 982
582, 21937
583, 19142
584, 32477
587, 1561
588, 299
591, 322
592, 873
593, 10469
594, 3370
595, 3675
596, 278
597, 163
600, 3473
601, 18634
602, 11124
603, 9161
604, 20204
606, 1125
608, 1748
613, 5975
614, 827
615, 8674
616, 738
617, 507
618, 2099
619, 5978
622, 13188
623, 41336
624, 3021
625, 1748
626, 1002
627, 7935
629, 21475
630, 3003
631, 2133
632, 2295
633, 42002
634, 17146
636, 7640
637, 9345
639, 1310
640, 11571
642, 146
645, 29744
646, 10549
647, 1222
648, 10364
649, 5716
650, 525
651, 1056
652, 4537
653, 4193
654, 1146
656, 7783
657, 282
658, 2281
659, 20840
660, 31068
663, 4675
664, 6690
665, 32025
666, 34601
667, 7099
668, 42108
669, 17118
670, 1858
671, 6889
673, 27899
674, 7186
675, 2974
676, 707
678, 8172
679, 19964
680, 10328
681, 25967
683, 3879
684, 2223
685, 2
688, 10805
689, 7624
691, 8212
692, 7099
693, 1274
694, 36627
695, 14101
696, 8682
697, 2526
698, 146
700, 2443
703, 2062
704, 3952
705, 10620
706, 12395
707, 791
708, 39883
709, 322
710, 1018
711, 29099
712, 2262
714, 2340
715, 4019
716, 1948
718, 15296
719, 2590
721, 28952
722, 3633
723, 1354
724, 7974
725, 20840
728, 2982
730, 8627
731, 2000
732, 10814
734, 26525
735, 18901
736, 1068
738, 26045
739, 163
740, 6421
742, 873
744, 11763
746, 35610
747, 4899
748, 8212
749, 23456
750, 10061
751, 1277
752, 1381
753, 36968
755, 11447
757, 3175
758, 4862
760, 2241
761, 6306
762, 37169
763, 7426
764, 42412
765, 4547
766, 3488
767, 1884
768, 4575
770, 4992
771, 2719
772, 2276
773, 239
774, 1354
776, 5732
777, 5338
779, 2945
781, 2079
782, 21678
783, 2259
784, 22567
785, 5323
789, 624
790, 1488
791, 161
792, 1903
794, 4776
797, 3433
799, 9327
800, 2256
802, 1788
803, 606
807, 7647
808, 13790
809, 40580
810, 4126
811, 10620
813, 13061
814, 2138
815, 87
816, 1471
817, 12643
819, 19887
821, 1754
822, 12528
823, 36888
824, 7219
825, 28200
826, 734
830, 928
832, 16502
833, 2345
834, 19741
835, 1720
836, 790
837, 1889
838, 3692
839, 16166
843, 1860
844, 304
845, 175
847, 325
848, 3092
849, 711
850, 8831
851, 32879
852, 6756
853, 8791
854, 32202
856, 34357
857, 16502
858, 11464
859, 6422
860, 13188
863, 699
865, 529
866, 7052
867, 2670
871, 6959
872, 1229
874, 8296
876, 16502
877, 18751
878, 1969
882, 4668
883, 39883
884, 850
885, 25563
886, 7360
888, 2590
889, 12658
891, 3504
892, 13467
893, 1852
894, 31743
896, 4335
897, 3575
899, 1901
900, 13401
901, 5555
902, 14239
903, 12081
904, 26525
905, 18891
906, 10344
907, 4689
908, 25282
909, 9092
910, 2295
911, 11285
912, 50
914, 19607
915, 11841
916, 19845
918, 2079
919, 12406
920, 26045
921, 867
922, 1068
925, 2974
926, 21344
928, 29504
929, 2042
930, 334
931, 971
932, 9022
933, 1976
934, 954
936, 738
937, 4361
938, 9613
939, 26590
940, 619
941, 2303
942, 16353
944, 7069
945, 7850
946, 3007
947, 19302
948, 1441
949, 21169
950, 3474
952, 2766
953, 336
954, 7573
955, 3169
956, 19219
957, 2709
958, 1330
959, 175
960, 36968
961, 726
962, 948
963, 16893
965, 4581
966, 5528
967, 282
968, 2116
969, 2497
970, 3987
972, 5475
973, 884
974, 1748
975, 9454
976, 2626
977, 15935
978, 7640
979, 129
981, 17221
982, 1343
983, 873
984, 2702
985, 1125
986, 735
987, 25890
988, 2590
989, 3007
990, 10685
992, 3348
993, 12259
994, 18987
995, 55
996, 273
997, 281
998, 17294
999, 23245
1000, 17253
1001, 3031
1002, 1328
1003, 15011
1005, 6544
1007, 7231
1008, 1825
1009, 5391
1010, 8331
1013, 733
1014, 278
1016, 2091
1021, 15771
1023, 5048
1024, 17253
1025, 1805
1026, 2906
1027, 3
1028, 1371
1029, 1561
1030, 7131
1031, 7850
1033, 7794
1034, 10858
1035, 9190
1036, 21898
1037, 10850
1039, 5660
1041, 1457
1042, 4662
1046, 3271
1047, 282
1048, 11428
1049, 5075
1050, 3896
1051, 8831
1053, 10838
1054, 1323
1057, 7265
1058, 3
1059, 1746
1060, 10850
1061, 454
1062, 5252
1063, 4322
1064, 2078
1066, 15407
1068, 1222
1070, 9404
1071, 32477
1072, 991
1073, 5029
1074, 9454
1075, 4628
1076, 9526
1077, 10248
1078, 1889
1079, 25969
1081, 25282
1082, 186
1083, 1056
1084, 322
1085, 6156
1087, 6117
1089, 468
1090, 1993
1092, 315
1093, 8048
1094, 2085
1096, 1988
1098, 29316
1101, 28268
1102, 791
1103, 7360
1106, 699
1107, 4299
1109, 2067
1110, 14020
1111, 327
1113, 6889
1114, 1933
1116, 2295
1117, 3504
1118, 7783
1119, 737
1121, 10444
1122, 15544
1123, 11464
1124, 5694
1125, 566
1126, 10685
1127, 683
1128, 6104
1130, 1561
1131, 8081
1133, 2542
1134, 5149
1135, 13870
1137, 22448
1142, 8882
1143, 816
1145, 749
1147, 4662
1148, 671
1150, 1689
1151, 35935
1152, 3713
1156, 9326
1160, 10192
1161, 2443
1162, 26546
1163, 26266
1167, 1788
1169, 19302
1170, 1815
1171, 40598
1174, 1805
1175, 1757
1178, 15308
1179, 6209
1180, 5468
1182, 1157
1183, 3349
1184, 1018
1185, 3177
1186, 3623
1187, 7627
1190, 6690
1191, 3060
1192, 7627
1193, 5343
1194, 10469
1195, 9190
1196, 1044
1197, 11341
1198, 630
1199, 5149
1201, 385
1203, 6085
1204, 26062
1205, 734
1207, 9848
1208, 25969
1210, 9173
1211, 2420
1212, 153
1213, 746
1215, 1825
1216, 1253
1217, 18884
1218, 625
1219, 610
1220, 17495
1222, 30003
1223, 2498
1227, 17996
1228, 7783
1229, 3110
1230, 14291
1231, 776
1233, 24745
1234, 17495
1235, 42143
1237, 12572
1238, 775
1240, 270
1241, 107
1242, 9327
1243, 14291
1244, 2607
1245, 10061
1246, 4985
1247, 702
1248, 1462
1249, 12761
1251, 1787
1252, 2949
1253, 9848
1255, 29623
1256, 9938
1257, 67
1259, 7640
1260, 747
1261, 7219
1262, 11142
1264, 10908
1265, 12030
1266, 15296
1267, 5372
1268, 637
1269, 8075
1271, 6690
1272, 18051
1273, 7236
1274, 36251
1275, 936
1276, 543
1277, 18751
1278, 410
1279, 649
1280, 10202
1281, 12756
1282, 462
1283, 4193
1284, 2877
1285, 3450
1286, 39976
1287, 7760
1288, 2612
1291, 1526
1292, 20698
1295, 14436
1296, 7640
1297, 5344
1298, 8758
1301, 13797
1302, 2537
1303, 3349
1304, 37553
1305, 649
1306, 2259
1307, 8364
1308, 1175
1309, 327
1310, 15011
1311, 14257
1312, 3633
1313, 35610
1315, 3102
1316, 1442
1317, 32025
1319, 38988
1321, 1354
1322, 358
1323, 1354
1324, 908
1325, 35720
1326, 8767
1327, 58
1328, 36730
1329, 634
1330, 35496
1331, 2819
1333, 610
1335, 5343
1336, 2489
1338, 738
1340, 1277
1341, 12637
1342, 839
1344, 39228
1346, 6485
1348, 12493
1349, 22914
1350, 2473
1351, 816
1352, 11855
1353, 2172
1354, 6559
1355, 19403
1357, 1781
1359, 481
1360, 12414
1361, 4283
1362, 2009
1363, 15407
1364, 813
1366, 6
1367, 3560
1371, 9173
1372, 6272
1374, 2638
1375, 10620
1376, 11733
1378, 20840
1379, 9998
1380, 17519
1381, 31151
1384, 7608
1386, 5475
1387, 10805
1390, 746
1391, 566
1392, 3488
1393, 10644
1395, 6339
1396, 7219
1397, 12893
1398, 7426
1401, 2964
1402, 8331
1404, 4193
1405, 10915
1406, 28200
1407, 7131
1408, 2295
1410, 881
1411, 3007
1412, 9404
1413, 1869
1414, 16502
1416, 746
1417, 2372
1418, 9198
1419, 2875
1420, 13764
1421, 10159
1423, 10818
1424, 13866
1426, 25967
1427, 963
1428, 12257
1429, 1608
1430, 3982
1433, 4160
1434, 10562
1436, 4872
1437, 2091
1438, 7573
1439, 2262
1440, 4795
1442, 161
1443, 11171
1445, 2262
1446, 13188
1447, 368
1450, 5579
1452, 9627
1453, 11814
1454, 15021
1455, 2009
1456, 3653
1457, 7157
1459, 8674
1460, 12528
1462, 3338
1464, 534
1465, 281
1467, 696
1468, 30418
1470, 9741
1471, 26792
1475, 7640
1476, 4675
1477, 2325
1478, 3102
1479, 7591
1480, 18884
1481, 4600
1482, 9938
1483, 22228
1484, 1781
1485, 3003
1486, 1274
1489, 6924
1490, 890
1492, 13613
1493, 7426
1494, 239
1495, 4547
1496, 15308
1497, 31784
1498, 6032
1499, 12692
1500, 6804
1501, 5344
1502, 60
1504, 42134
1505, 6209
1506, 18901
1507, 2877
1508, 6889
1509, 8626
1510, 521
1512, 2518
1513, 19374
1514, 6115
1515, 2493
1517, 1526
1518, 7617
1520, 5525
1522, 17935
1523, 10562
1524, 6820
1525, 1933
1526, 2045
1527, 42278
1528, 758
1530, 322
1531, 13786
1532, 592
1533, 3297
1534, 1575
1538, 17154
1539, 6085
1541, 3633
1542, 7860
1543, 1240
1544, 8645
1545, 2042
1546, 3849
1547, 683
1548, 22708
1549, 5072
1551, 3975
1553, 38988
1555, 187
1556, 11171
1558, 2115
1561, 3256
1562, 30418
1564, 6547
1565, 873
1566, 55
1567, 9327
1569, 2241
1571, 3974
1574, 17495
1578, 8212
1579, 2327
1581, 23304
1582, 50
1583, 6912
1584, 14339
1585, 8632
1587, 39472
1588, 890
1589, 153
1590, 2068
1591, 13061
1592, 8331
1593, 3952
1594, 11464
1595, 8963
1596, 889
1597, 12572
1598, 6453
1601, 4985
1602, 299
1603, 3975
1604, 683
1605, 1488
1606, 2054
1607, 3975
1608, 5975
1611, 12187
1612, 788
1613, 2042
1615, 1079
1616, 6348
1617, 6223
1618, 9785
1620, 8543
1621, 15679
1622, 12305
1623, 27063
1624, 5381
1625, 707
1626, 4283
1628, 1745
1629, 21169
1630, 2408
1631, 31743
1633, 2493
1634, 3534
1635, 3975
1636, 10049
1637, 9751
1638, 4547
1639, 11571
1640, 282
1641, 3498
1642, 19302
1644, 701
1646, 40458
1647, 281
1648, 281
1649, 649
1650, 357
1651, 13613
1652, 1123
1653, 26045
1654, 3177
1655, 16502
1656, 4273
1657, 630
1658, 4359
1660, 107
1661, 12761
1664, 9100
1665, 889
1666, 1229
1667, 115
1668, 325
1671, 11876
1672, 625
1673, 2966
1675, 827
1676, 7370
1677, 8476
1678, 10012
1679, 10562
1680, 13408
1681, 17975
1682, 13394
1684, 6907
1685, 8558
1686, 1488
1687, 2349
1688, 5691
1689, 2009
1690, 8212
1691, 5468
1692, 2426
1694, 16098
1695, 1888
1696, 153
1697, 278
1698, 760
1699, 15308
1701, 5072
1702, 2241
1703, 2719
1704, 80
1705, 40580
1707, 7186
1708, 2099
1711, 32477
1712, 16540
1713, 4859
1717, 663
1718, 10562
1719, 3975
1720, 1851
1721, 2725
1722, 42442
1723, 52
1724, 5460
1725, 4331
1726, 2085
1727, 20901
1728, 2225
1731, 12658
1732, 507
1733, 16540
1734, 6983
1735, 1791
1737, 29099
1738, 368
1739, 36968
1740, 9785
1741, 13520
1743, 4119
1744, 6609
1746, 5905
1748, 1218
1750, 322
1751, 8645
1752, 11251
1753, 2094
1755, 1468
1756, 18751
1757, 19374
1759, 14866
1760, 33585
1761, 42134
1762, 6022
1763, 3092
1764, 3970
1765, 1277
1766, 1179
1767, 40818
1769, 2139
1770, 10273
1771, 4
1772, 228
1773, 5339
1775, 2338
1777, 7095
1778, 733
1779, 11171
1782, 3390
1783, 42418
1784, 955
1785, 17135
1786, 6017
1787, 9327
1789, 42442
1790, 21865
1791, 1002
1792, 3952
1793, 733
1794, 19220
1795, 13061
1796, 22448
1799, 10562
1800, 278
1801, 1056
1802, 13467
1803, 2845
1805, 5344
1806, 5733
1807, 3091
1808, 3571
1810, 1649
1811, 255
1812, 33676
1813, 22854
1815, 23341
1816, 8212
1817, 429
1818, 11666
1819, 2800
1820, 19514
1821, 1362
1823, 4859
1825, 15544
1826, 2733
1827, 815
1828, 981
1830, 22708
1831, 13188
1834, 11464
1835, 1750
1836, 23669
1837, 7360
1839, 7935
1840, 5555
1841, 17288
1842, 9890
1843, 6077
1844, 13426
1845, 927
1848, 2371
1849, 16011
1850, 624
1851, 3431
1853, 31151
1855, 25967
1856, 2526
1857, 3504
1858, 2537
1860, 2172
1861, 19374
1862, 19374
1863, 3571
1864, 908
1865, 9327
1867, 175
1869, 3
1870, 7691
1871, 7052
1873, 379
1874, 146
1875, 3177
1878, 3031
1881, 2877
1882, 1097
1883, 6747
1884, 5555
1885, 7693
1886, 19142
1887, 2392
1890, 11571
1891, 36230
1893, 1123
1894, 434
1895, 1889
1896, 2340
1897, 1889
1898, 21169
1899, 2262
1900, 6209
1902, 8000
1903, 2490
1904, 8767
1905, 11285
1907, 27800
1908, 2305
1909, 551
1910, 12304
1911, 29623
1912, 299
1914, 15407
1917, 298
1918, 7426
1920, 1154
1921, 7426
1922, 683
1923, 36118
1924, 7532
1926, 4659
1927, 1463
1928, 3013
1930, 12658
1931, 185
1932, 11391
1935, 1694
1937, 661
1939, 5323
1940, 4669
1941, 4696
1943, 5625
1944, 23814
1946, 9190
1947, 7489
1949, 2733
1950, 2111
1951, 1222
1953, 26266
1954, 12761
1957, 12395
1958, 8048
1960, 10202
1961, 20393
1962, 1346
1963, 6889
1964, 7176
1965, 1744
1966, 4410
1967, 4985
1968, 2518
1969, 821
1970, 2680
1971, 1056
1972, 17073
1974, 8970
1975, 1066
1976, 150
1978, 1039
1979, 987
1980, 2647
1981, 18369
1982, 30781
1983, 2623
1984, 11251
1985, 39533
1987, 1369
1988, 2345
1990, 26045
1991, 12187
1992, 5570
1993, 1363
1994, 7814
1995, 2497
1996, 2638
1999, 2976
2001, 22581
2002, 4357
2003, 34601
2004, 4985
2005, 35610
2006, 4742
2007, 1805
2008, 8543
2009, 2945
2010, 12996
2012, 3890
2014, 753
2015, 30003
2017, 1463
2018, 5149
2019, 733
2021, 17474
2022, 15299
2026, 36968
2029, 4
2031, 35935
2032, 19514
2033, 4299
2034, 19625
2035, 462
2038, 3115
2039, 12081
2040, 12395
2042, 17154
2045, 2111
2046, 322
2047, 11744
2048, 1207
2049, 3094
2050, 11464
2051, 7219
2052, 3686
2054, 23283
2056, 18372
2057, 9022
2058, 429
2061, 1012
2063, 8212
2065, 163
2066, 8172
2067, 29735
2068, 12761
2070, 2765
2071, 839
2073, 12259
2074, 282
2075, 7263
2077, 7219
2078, 7850
2079, 10938
2080, 2111
2081, 10861
2082, 737
2083, 322
2085, 4114
2087, 16169
2088, 18372
2089, 1138
2091, 2976
2092, 95
2094, 2091
2095, 36627
2096, 4872
2100, 11175
2101, 325
2102, 2
2103, 7099
2104, 34601
2105, 2570
2106, 247
2107, 14385
2108, 8827
2109, 117
2112, 28200
2114, 4985
2115, 27800
2117, 2259
2119, 2388
2120, 2079
2121, 87
2122, 9124
2124, 1328
2125, 5327
2126, 16852
2127, 5700
2130, 20220
2132, 2472
2133, 334
2134, 8654
2135, 4193
2137, 25890
2139, 15094
2140, 2975
2141, 10061
2142, 326
2143, 10938
2145, 10983
2146, 8645
2148, 5924
2150, 5221
2151, 543
2152, 7069
2153, 24712
2154, 1123
2156, 4575
2157, 410
2158, 6867
2159, 1094
2160, 5381
2161, 6209
2162, 1788
2163, 2331
2164, 13352
2165, 1274
2166, 4476
2167, 8791
2168, 10061
2169, 13048
2170, 7263
2171, 270
2172, 3879
2174, 3194
2176, 2345
2177, 117
2179, 2225
2180, 11444
2181, 322
2182, 12996
2183, 9351
2184, 2455
2185, 36537
2186, 2281
2188, 1179
2189, 36138
2190, 181
2192, 12658
2193, 6837
2195, 5525
2196, 292
2197, 38988
2198, 1125
2199, 3433
2200, 416
2201, 37553
2202, 6889
2203, 35720
2204, 5875
2206, 13520
2207, 521
2208, 7814
2209, 21360
2210, 683
2211, 7158
2212, 10273
2214, 10297
2215, 22307
2216, 1125
2218, 2431
2219, 982
2221, 1441
2222, 2673
2223, 2393
2226, 18884
2227, 17467
2229, 11464
2232, 11856
2233, 4689
2234, 34756
2236, 699
2238, 733
2239, 6077
2240, 11574
2241, 20847
2242, 4365
2244, 3633
2246, 41393
2248, 3103
2249, 738
2250, 6077
2252, 6747
2253, 1866
2254, 1805
2255, 24749
2256, 14239
2257, 12433
2258, 22914
2259, 11856
2260, 649
2261, 4641
2265, 1124
2266, 514
2268, 36537
2269, 207
2270, 529
2271, 1935
2273, 3432
2274, 5732
2275, 1319
2276, 7426
2278, 1935
2279, 2725
2280, 6756
2281, 19374
2282, 753
2284, 9377
2285, 30933
2286, 9454
2288, 5570
2289, 1274
2291, 975
2293, 3302
2294, 334
2295, 16169
2296, 187
2297, 683
2298, 37504
2300, 3675
2301, 1469
2303, 224
2304, 4992
2305, 6788
2307, 6559
2308, 6115
2309, 2276
2310, 15676
2311, 7257
2312, 671
2313, 2725
2314, 593
2315, 4992
2316, 21648
2317, 1227
2318, 3975
2321, 5036
2322, 14339
2323, 3320
2324, 36546
2325, 2982
2326, 890
2329, 1476
2330, 7349
2331, 890
2333, 14291
2334, 1889
2335, 16737
2336, 19374
2337, 849
2338, 3571
2339, 19249
2340, 3026
2341, 27707
2343, 14005
2345, 299
2347, 2476
2348, 26266
2349, 27545
2350, 19302
2353, 734
2354, 14039
2355, 954
2357, 6296
2358, 2061
2359, 3256
2360, 12304
2361, 16502
2363, 1526
2364, 28952
2365, 12414
2366, 50
2369, 7850
2370, 5732
2371, 6115
2375, 36968
2377, 1901
2379, 15094
2380, 1229
2381, 17288
2382, 2262
2383, 2087
2384, 2426
2386, 8000
2387, 3
2388, 11982
2389, 1441
2390, 977
2391, 4571
2392, 9741
2393, 3302
2394, 3686
2395, 28590
2397, 1888
2399, 889
2400, 8767
2401, 7573
2404, 3226
2405, 15676
2408, 4257
2409, 14257
2410, 259
2411, 2271
2412, 1689
2413, 2331
2414, 2172
2415, 12414
2416, 11574
2417, 2875
2418, 278
2419, 3148
2423, 6306
2424, 5179
2425, 1463
2427, 8963
2428, 25344
2430, 7162
2431, 543
2432, 16502
2434, 30080
2435, 4694
2436, 18901
2437, 5072
2438, 132
2439, 2463
2440, 117
2441, 15131
2442, 462
2443, 8435
2444, 4985
2445, 7591
2446, 873
2447, 10562
2448, 2060
2449, 29744
2451, 417
2452, 29913
2453, 4114
2454, 462
2455, 36537
2456, 2807
2457, 2061
2458, 36155
2459, 23218
2460, 40382
2461, 41516
2462, 14780
2465, 760
2468, 4839
2469, 2431
2470, 919
2471, 10060
2472, 1109
2475, 17467
2476, 26737
2478, 8023
2479, 11982
2481, 518
2482, 7388
2483, 1441
2484, 80
2486, 1791
2487, 20325
2488, 1933
2491, 4547
2492, 17975
2493, 13408
2494, 2085
2497, 19887
2498, 1177
2500, 2139
2501, 7549
2502, 2590
2503, 5659
2504, 1366
2506, 1488
2507, 9404
2508, 117
2509, 2262
2510, 1649
2511, 5732
2512, 10805
2513, 4480
2515, 3827
2516, 11473
2517, 18634
2518, 25568
2520, 322
2521, 3271
2522, 8665
2524, 7535
2525, 13426
2526, 1948
2527, 11574
2529, 2607
2530, 16540
2532, 1042
2533, 11428
2534, 18751
2535, 1859
2536, 18372
2537, 7661
2538, 15093
2539, 11290
2540, 3103
2541, 6432
2542, 2443
2543, 41393
2544, 45
2547, 12658
2548, 8543
2550, 1470
2551, 753
2553, 4359
2554, 8345
2555, 5075
2556, 21433
2557, 6761
2558, 683
2561, 2736
2562, 10991
2564, 27899
2566, 15407
2567, 8027
2568, 2042
2570, 1594
2571, 1788
2572, 2295
2573, 22708
2574, 10202
2575, 1222
2578, 35935
2579, 7263
2580, 2472
2581, 32719
2583, 298
2585, 325
2586, 14113
2587, 2327
2588, 187
2589, 3118
2591, 13467
2593, 4985
2595, 12761
2596, 1398
2597, 3442
2598, 1863
2601, 150
2602, 1320
2604, 7052
2605, 20349
2606, 3743
2607, 10273
2608, 18884
2609, 8212
2611, 2207
2613, 3433
2614, 39800
2616, 8269
2617, 2307
2619, 11171
2620, 36968
2621, 2345
2622, 2372
2624, 16312
2625, 393
2626, 1124
2627, 27074
2628, 150
2630, 2085
2631, 11571
2632, 1125
2633, 2259
2637, 1567
2638, 731
2639, 7591
2640, 4283
2641, 606
2645, 13147
2646, 5924
2647, 23283
2648, 280
2649, 6690
2650, 619
2653, 2541
2655, 2054
2660, 10202
2663, 6788
2664, 4140
2666, 5659
2667, 3560
2668, 22855
2670, 8791
2671, 2305
2672, 9404
2675, 21990
2677, 1079
2678, 2374
2679, 7007
2680, 129
2681, 13797
2682, 15694
2683, 18891
2684, 4785
2685, 5407
2687, 6957
2689, 278
2690, 1382
2692, 8048
2693, 6609
2694, 1343
2696, 19811
2697, 10061
2698, 889
2699, 23991
2700, 1333
2701, 16353
2702, 6156
2703, 6
2705, 738
2706, 12761
2708, 566
2711, 5379
2712, 1950
2713, 37553
2714, 10562
2715, 707
2716, 521
2717, 46
2719, 22893
2720, 19459
2723, 8283
2724, 2542
2725, 1369
2726, 6017
2727, 23660
2728, 1348
2730, 3942
2732, 327
2734, 2875
2735, 1889
2736, 385
2739, 19908
2743, 37410
2744, 987
2746, 9933
2750, 3148
2751, 701
2753, 2699
2754, 15816
2756, 738
2757, 19302
2758, 18986
2759, 12304
2760, 3922
2763, 9461
2764, 5525
2768, 3013
2770, 465
2771, 20840
2772, 2086
2774, 19887
2775, 8158
2776, 1746
2777, 1013
2778, 56
2779, 13797
2780, 7426
2781, 13467
2782, 21648
2783, 3370
2784, 292
2785, 1903
2788, 5835
2790, 9327
2791, 244
2792, 356
2793, 4126
2794, 2305
2795, 28952
2797, 6152
2798, 16737
2799, 2373
2800, 3320
2801, 9848
2803, 11763
2804, 428
2805, 3194
2806, 3432
2807, 4193
2808, 1146
2809, 31068
2811, 758
2812, 30534
2814, 19887
2815, 14239
2817, 5917
2818, 8871
2819, 460
2820, 6959
2821, 30003
2822, 5407
2823, 2877
2825, 13057
2826, 9400
2827, 15694
2828, 106
2829, 935
2831, 2607
2832, 304
2833, 2305
2834, 11816
2835, 464
2836, 16502
2837, 632
2838, 12658
2839, 8665
2841, 174
2843, 87
2844, 9345
2845, 2060
2846, 1558
2847, 19374
2848, 4662
2849, 8609
2850, 749
2851, 6983
2852, 9173
2853, 3433
2854, 4481
2855, 2188
2856, 7360
2857, 1976
2858, 10703
2860, 30933
2861, 12761
2863, 24749
2864, 6559
2865, 46
